UrbanAgg,Country,Region,OID,Pop1970,Pop1980,Pop1990,Pop2000,Pop2010,PopR7080,PopR8090,PopR9000,PopR0010,Area1970,Area1980,Area1990,Area2000,Area2010,ArR7080,ArR8090,ArR9000,ArR0010,PD1970,PD1980,PD1990,PD2000,PD2010,Authors,Journal,Year
Krung Thep (Bangkok),Thailand,SE Asia,569,3110,4723,5888,6360,8213,4.266730526,2.229205499,0.774100746,2.589867929,268.670491,313.651125,365.989621,426.256338, ,1.559999031,1.555206128,1.536036842, ,11575.51761,15058.13187,16087.88791,14920.59926, ,"Madhavan, BB, Kubo, S, Kurisaki, N, & TV Sivakumar",International Journal of Remote Sensing,2001
Krung Thep (Bangkok),Thailand,SE Asia,570,3110,4723,5888,6360,8213,4.266730526,2.229205499,0.774100746,2.589867929,1581.279434,1703.858801,1835.940411,1978.26087,2130.434783,0.749406842,0.749406843,0.749406847,0.743832513,1966.761809,2771.943307,3207.075766,3214.945054,3855.081632,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Kuala Lumpur,Malaysia,SE Asia,571,451,971,2098,4176,5810,7.970290235,8.008671769,7.126150864,3.357397219,109.324795,211.526468,407.601147,757.055605, ,6.822959206,6.779299629,6.387165536, ,4125.322165,4590.442081,5147.188656,5516.107367, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Kuala Lumpur,Malaysia,SE Asia,572,451,971,2098,4176,5810,7.970290235,8.008671769,7.126150864,3.357397219,1054.86005,1200.690486,1366.681431,1555.62,1767.75,1.303306887,1.303306883,1.303306883,1.286539328,427.5448672,808.7013359,1535.105367,2684.460215,3286.663838,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Kuala Lumpur,Malaysia,SE Asia,573,451,971,2098,4176,5810,7.970290235,8.008671769,7.126150864,3.357397219,467.605503,624.230631,833.317568,1109.734462,1465.90058,2.931083935,2.931083931,2.906037013,2.822591244,964.4882216,1555.514824,2517.64763,3763.062375,3963.433864,"Yusuf, YA, Pradhan, B & MO Idrees",Journal of the Indian Society of Remote Sensing,2014
Kunming,China,China,152,472,561,1100,2600,3365,1.742425367,6.965316956,8.982826254,2.612713447,138.376358,208.007847,311.681363,461.1,679.202969,4.160194522,4.126941362,3.994034878,3.949031024,3410.987302,2697.013637,3529.245347,5638.690089,4954.336411,"Schneider, A, Chang, C, & K Paulsen",Landscape and Urban Planning,2015
Kunming,China,China,151,472,561,1100,2600,3365,1.742425367,6.965316956,8.982826254,2.612713447,76.798023,218.19618,571.110747,994.988544,1462.628023,11.00683243,10.1,5.708467026,3.927763375,6145.991545,2571.080759,1926.071267,2613.095413,2300.653308,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Kunshan,China,China,153,42,64,97,281,460,4.302103803,4.245946299,11.22270638,5.052199845,3.389114,7.783648,17.537208,30.4, ,8.670008495,8.462029502,5.655306219, ,12392.61943,8222.365657,5531.097082,9243.421053, ,"Long, HL, Tang, GP, Li, XB, & GK Heilig",Journal of Environmental Management,2007
Kuwait City,Kuwait,SW Asia,617,553,891,1392,1300,2102,4.897212708,4.559245604,-0.679577328,4.92092699,363.0168636,366.724498,370.47,374.2498957, ,0.101667549,0.101667549,0.101564291, ,1521.967863,2430.143077,3757.016762,3473.922143, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
La Paz,Bolivia,CS Am,286,600,809,1062,1390,1672,3.036303651,2.7542429,2.72699899,1.866390276,63.13184901,88.91437907,124.8009933,173.786767,242,3.483795504,3.448596809,3.366513073,3.366513073,9504.172766,9101.09263,8508.34574,7996.362576,6908.805785,"Inostroza, L, Baur, R, & E Csaplovics",Journal of Environmental Management,2013
La Paz,Bolivia,CS Am,287,600,809,1062,1390,1672,3.036303651,2.7542429,2.72699899,1.866390276,23.23628518,37.85649764,61.67571116,98.67217987,157.1455131,5.00195216,5.00195216,4.811287452,4.763675396,25822.37201,21375.93413,17216.66406,14083.62521,10639.38109,"Pares-Ramos, IK, Alvarez-Berrios, NL, & TM Aide",Land,2013
Lagos,Nigeria,Africa,36,1414,2572,4764,7281,10781,6.165193459,6.357979618,4.33305586,4.003223828,374.302352,521.456352,721.839194,994.98,1140.723472,3.371195888,3.305215912,3.261252662,1.376338805,3777.69467,4932.339955,6599.807879,7317.73503,9451.019695,"Ayanlade, A, & OO Jegede",International Journal of Image and Data Fusion,2016
Lagos,Nigeria,Africa,37,1414,2572,4764,7281,10781,6.165193459,6.357979618,4.33305586,4.003223828,430.127445,545.569496,689.706392,870, ,2.405973998,2.372054002,2.349446925, ,3287.397762,4714.339821,6907.287007,8368.965517, ,"Braimoh, AK & T Onishi",Land Use Policy,2015
Lagos,Nigeria,Africa,38,1414,2572,4764,7281,10781,6.165193459,6.357979618,4.33305586,4.003223828,14.56571708,34.63167249,78.99816276,168.1758892,388.9614987,9.047109826,8.596130951,7.848640312,8.746249629,97077.26659,74267.2766,60305.19994,43293.95868,27717.39629,"Obiefuna, JN, Nwilo, PC, Atagbaza, AO, & CJ Okolie",Journal of Coastal Research,2013
Lanzhou,China,China,157,863,1033,1290,1890,2419,1.814340525,2.246614956,3.893220637,2.498475597,242.520273,287.229587,339.79834,400.632512,473.956265,1.706360244,1.694908036,1.660559069,1.694908015,3558.465399,3596.426158,3796.369341,4717.540248,5103.846449,"Li, X, Liu, L, & X Dong",Journal of Urban Planning and Development,2012
Lanzhou,China,China,156,863,1033,1290,1890,2419,1.814340525,2.246614956,3.893220637,2.498475597,82.144082,101.653151,125.795588,155.188056,171.148842,2.153783527,2.153783514,2.121994526,0.983767013,10505.9303,10162.00668,10254.73167,12178.77231,14133.89639,"Pan, J",Journal of the Indian Society of Remote Sensing,2016
Lanzhou,China,China,155,863,1033,1290,1890,2419,1.814340525,2.246614956,3.893220637,2.498475597, , , , ,27.2, , , , , , , , ,88933.82353,"Sun, L, Wei, J, Duan, DH, Guo, YM, Yang, DX, Jia, C, & XT Mi",Journal of Atmospheric and Solar-Terrestrial Physics,2016
Lanzhou,China,China,154,863,1033,1290,1890,2419,1.814340525,2.246614956,3.893220637,2.498475597,114.853008,140.454,171.212642,372.368666,543.191627,2.032651759,1.999999984,8.079600322,3.847965779,7513.952094,7354.721119,7534.490356,5075.615036,4453.308703,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Laredo in Texas,United States of America,N Am,508,71,96,125,177,237,3.057663271,2.697554182,3.554173526,2.989600403,6.801016375,14.04622283,28.3068148,55.6632,72.92046052,7.522306823,7.25885215,6.996043003,2.737294155,10399.62207,6805.103491,4406.606709,3177.629026,3256.534563,"Zhao, C, Jensen, J, & B Zhan",Applied Geography,2017
Las Vegas,United States of America,N Am,509,240,438,708,1326,1903,6.20043286,4.919428116,6.475828153,3.678696029,188.094979,262.539336,352.52058,598.445979, ,3.39075768,2.990937005,5.434816793, ,1275.951125,1668.321428,2008.393382,2215.738841, ,"Xian, G, Crane, M, & C McMahon",Photogrammetric Engineering and Remote Sensing,2008
Leipzig,Germany,Europe,339,577,563,520,491,524,-0.245324969,-0.791360292,-0.572203482,0.652595752,38.682512,89.007791,203.496082,439.15325, ,8.690437128,8.620751438,7.995585893, ,14916.3012,6325.288985,2555.331753,1118.060723, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Leshan,China,China,158,149,216,313,454,670,3.783126131,3.778898935,3.788957929,3.968527944,20.273808,38.895136,74.62,137.562971, ,6.732331523,6.73233116,6.307677495, ,7349.383993,5553.393617,4194.585902,3300.306737, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Lima,Peru,CS Am,288,2980,4438,5837,7294,8955,4.06131017,2.777772711,2.25354331,2.073474122,323.682388,401.5733103,497.5280821,614.4501566,758.849618,2.179689146,2.165737836,2.133192187,2.133192187,9207.702089,11050.91869,11731.07049,11870.04173,11800.81901,"Inostroza, L, Baur, R, & E Csaplovics",Journal of Environmental Management,2013
Lima,Peru,CS Am,289,2980,4438,5837,7294,8955,4.06131017,2.777772711,2.25354331,2.073474122,741.4343554,921.5106576,1143.734358,1390.261515,1575,2.198086799,2.1839015,1.971106834,1.255449445,4019.73685,4815.738118,5103.052958,5246.170537,5685.744127,"Matsuoka, M, Miura, H, Midorikawa, S, & M Estrada",Journal of Disaster Research,2013
Lima,Peru,CS Am,290,2980,4438,5837,7294,8955,4.06131017,2.777772711,2.25354331,2.073474122,151.7487858,196.8509535,255.3582071,329.5103153,424.6341645,2.568638764,2.568638764,2.568638764,2.568638764,19640.16374,22543.72621,22856.27341,22134.50888,21088.85188,"Pares-Ramos, IK, Alvarez-Berrios, NL, & TM Aide",Land,2013
Lisboa (Lisbon),Portugal,Europe,340,1817,2449,2537,2672,2812,3.029925498,0.353648894,0.519796027,0.511993412,202.867946,312.249717,480.607644,925.610239,1458.497002,4.406818514,4.406818493,6.773566044,4.652049767,8956.565272,7843.081568,5278.734185,2886.744212,1928.012191,"Nello, O, Lopez, J, Martin, J, & J Checa",Land Use Policy,2017
London,United Kingdom,Europe,342,7509,7660,8054,8613,9699,0.199295156,0.502828749,0.67329478,1.194579761,1177.825303,1371.604054,1596.898819,1855.38, ,1.534769681,1.53244954,1.511570559, ,6375.308784,5584.70207,5043.525554,4642.175727, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
London,United Kingdom,Europe,341,7509,7660,8054,8613,9699,0.199295156,0.502828749,0.67329478,1.194579761,2689.041229,2982.329246,3307.605564,3400.634703,3752.397614,1.040575841,1.04057584,0.277760627,0.989189532,2792.445099,2568.462221,2434.99409,2532.762485,2584.747406,"Nello, O, Lopez, J, Martin, J, & J Checa",Land Use Policy,2017
Lucknow (Lakhnau),India,India,436,801,993,1614,2221,2854,2.171947898,4.977307155,3.243924087,2.539345494,41.81621,80.012338,153.097908,284.942449,522.004162,6.704130023,6.704130088,6.409104815,6.240885377,19155.25104,12410.58598,10542.27338,7794.556437,5467.389358,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Lucknow (Lakhnau),India,India,435,801,993,1614,2221,2854,2.171947898,4.977307155,3.243924087,2.539345494,65.095503,84.002099,108.4,139, ,2.582650275,2.582650113,2.517628628, ,12304.99747,11821.13318,14889.29889,15978.41727, ,"Schneider, A & CE Woodcock",Urban Studies,2008
Lucknow (Lakhnau),India,India,437,801,993,1614,2221,2854,2.171947898,4.977307155,3.243924087,2.539345494,38.331848,50.72902,67.135647,88.848456,116.867209,2.84180052,2.841800304,2.841800312,2.778974177,20896.46187,19574.59458,24040.8795,24997.62067,24420.87926,"Singh, P, Kikon, N, & P Verma",Sustainable Cities and Society,2017
Ludhiana,India,India,438,387,590,1006,1368,1598,4.307156098,5.48108707,3.121402659,1.566168126,49.770909,88.081955,155.882842,269.982844,461.867838,5.87444269,5.874442618,5.646176841,5.515960189,7775.626521,6698.307275,6453.564659,5066.988627,3459.864205,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Lusaka,Zambia,Africa,39,278,533,757,1073,1719,6.725510615,3.570689397,3.550067004,4.825662413,15.785334,27.859735,49.17,84.17,158.81,5.84548093,5.845481456,5.522655524,6.554562892,17611.28399,19131.55312,15395.5664,12748.00998,10824.2554,"Simwanda, M, & Y Murayama",ISPRS International Journal of Geo-Information,2017
Lyon,France,Europe,343,1116,1278,1370,1443,1551,1.364682857,0.697565572,0.520485242,0.724366981,218.515366,342.070225,535.486548,837.46647,1062.201488,4.583537871,4.583537888,4.573558387,2.405656892,5107.192324,3736.074954,2558.420945,1723.054059,1460.174946,"Nello, O, Lopez, J, Martin, J, & J Checa",Land Use Policy,2017
Madrid,Spain,Europe,348,3521,4253,4414,5014,5787,1.906746347,0.372258081,1.28268363,1.444128447,165.027926,216.525034,283.887909,369.81, ,2.753131758,2.745752696,2.6793653, ,21335.78289,19642.07058,15548.39026,13558.31373, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Madrid,Spain,Europe,347,3521,4253,4414,5014,5787,1.906746347,0.372258081,1.28268363,1.444128447,227.973079,327.246927,469.750865,674.31,955.815307,3.681005709,3.681005692,3.681005701,3.550318277,15444.80609,12996.30233,9396.470191,7435.749136,6054.516974,"Diaz-Pacheco, J & J Gutierrez",Journal of Land Use Science,2014
Madrid,Spain,Europe,344,3521,4253,4414,5014,5787,1.906746347,0.372258081,1.28268363,1.444128447,62.93118,80.421221,102.410801,130.107121,165.293726,2.482681115,2.446590669,2.422537311,2.422537278,55950.00761,52884.05159,43100.92253,38537.47559,35010.40324,"Garcia, P & E Perez",Geoderma,2016
Madrid,Spain,Europe,345,3521,4253,4414,5014,5787,1.906746347,0.372258081,1.28268363,1.444128447,91.001707,110.2204,133.209671,160.762129,193.8272,1.934511125,1.912481686,1.897798065,1.888014058,38691.58191,38586.3234,33135.73231,31188.93754,29856.49073,"Marraccini, E, Debolini, M, Moulery, M, Abrantes, P, Bouchier, A, Chery, JP, Sanz Sanz, E, Sabbatini, T, & C Napoleone",Applied Geography,2015
Madrid,Spain,Europe,346,3521,4253,4414,5014,5787,1.906746347,0.372258081,1.28268363,1.444128447,1140.473647,1199.338284,1261.241172,1706.548438,2453.26506,0.504531684,0.504531682,3.069945883,3.696138792,3087.313775,3546.122105,3499.727172,2938.09416,2358.897167,"Nello, O, Lopez, J, Martin, J, & J Checa",Land Use Policy,2017
Madrid,Spain,Europe,349,3521,4253,4414,5014,5787,1.906746347,0.372258081,1.28268363,1.444128447,279.462261,351.775339,442.8,554.5, ,2.327937857,2.32793786,2.274977783, ,12599.19671,12090.10277,9968.383017,9042.380523, ,"Schneider, A & CE Woodcock",Urban Studies,2008
Madurai,India,India,439,692,893,1073,1187,1443,2.582797041,1.853234755,1.014821256,1.972146494,21.855264,41.401894,78.430387,144.637677,262.670691,6.597351697,6.597351615,6.311368338,6.148293807,31662.85248,21569.06155,13680.92191,8206.713663,5493.570655,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Madurai,India,India,440,692,893,1073,1187,1443,2.582797041,1.853234755,1.014821256,1.972146494,53.02674538,58.86439909,65.34471342,72.53843814,80.445916,1.049873522,1.049873522,1.049873522,1.040056426,13050.01835,15170.4598,16420.60916,16363.73805,17937.51718,"Muthu Meenakshi, S, & A Sundara",Nature Environment and Pollution Technology,2012
Makkah (Mecca),Saudi Arabia,SW Asia,618,272,501,856,1168,1543,6.298437839,5.502707226,3.156573463,2.823482393,90.472754,113.174695,141.226506,175.799835,218.836979,2.264088612,2.239022408,2.213962515,2.213962496,3006.42998,4426.784627,6061.185143,6643.919774,7050.910715,"Alqurashi, AF, & L Kumar",Habitat International,2016
Malatya,Turkey,SW Asia,619,129,201,269,377,415,4.53473791,2.95693903,3.432948974,0.964959325,39.391847,60.396068,92.6,139.51, ,4.366286781,4.366286787,4.183618009, ,3274.789324,3328.031222,2904.967603,2702.315246, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Malegaon (Malegon),India,India,441,185,242,335,404,563,2.722212218,3.305381082,1.890491174,3.374328857,5.088341,7.222915,10.2408,14.365496,20.151499,3.565147866,3.552869534,3.442420461,3.442420242,36357.62619,33504.47846,32712.2881,28122.94125,27938.36826,"Poyil, RP & AK Misra",International Journal of Sustainable Built Environment,2015
Manaus,Brazil,CS Am,291,281,604,955,1392,1789,7.952588876,4.687937409,3.839738643,2.540896603,37.142212,78.902173,164.110188,330.689334, ,7.825658712,7.598113726,7.257696195, ,7565.516023,7655.048993,5819.260898,4209.388864, ,"Barr, M, Graham, D, & J McGuire",IEEE Transaction on Geoscience and Remote Sensing,1999
Manila,Philippines,SE Asia,574,3534,5955,7973,9962,11891,5.356545454,2.961295839,2.2521568,1.785797606,231.301628,307.251326,408.139703,539.18826, ,2.880130775,2.880130822,2.823683642, ,15278.75109,19381.52742,19534.97771,18475.92156, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Manila,Philippines,SE Asia,576,3534,5955,7973,9962,11891,5.356545454,2.961295839,2.2521568,1.785797606, , ,262.961668,374.507884, , , ,3.599307373, , , ,30320.00847,26600.24108, ,"Estoque, RC & Y Murayama",Food Policy,2015
Manila,Philippines,SE Asia,575,3534,5955,7973,9962,11891,5.356545454,2.961295839,2.2521568,1.785797606,607.598745,731.591433,880.88731,1060.65,1272.78,1.874425891,1.874425876,1.874425882,1.839937615,5816.338544,8139.789138,9051.100986,9392.353745,9342.541523,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Marrakech,Morocco,Africa,40,323,416,578,751,974,2.562613931,3.343567769,2.652896909,2.634152855,130.057327,164.397977,207.471828,260.85, ,2.370815867,2.354340995,2.31590989, ,2483.52021,2530.444763,2785.920409,2879.049262, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Mazatlan,Mexico,CS Am,292,122,200,265,330,382,5.072778094,2.829414449,2.216408143,1.491234925,22.93254653,30.79752045,37.7590626,67.34651689, ,2.992677081,2.058820577,5.956936582, ,5323.569269,6501.919541,7009.866818,4893.527018, ,"Ruiz-Luna, A & CA Berlanga-Robles",Landscape Ecology,2003
Medellin,Colombia,CS Am,293,1260,1731,2135,2724,3510,3.228157856,2.119566928,2.46593031,2.568897753,65.38589062,79.31492774,94.37103828,116.3658249,140.6394852,1.949966856,1.753271214,2.117146801,1.912670417,19267.99479,21824.65583,22623.15896,23407.84335,24959.53391,"Pares-Ramos, IK, Alvarez-Berrios, NL, & TM Aide",Land,2013
Meerut,India,India,442,361,523,824,1143,1406,3.77660257,4.650799914,3.326543582,2.092516515,39.897611,66.230994,109.945043,179.413877,289.926826,5.198958,5.198957978,5.019038492,4.916365403,9048.160803,7896.605025,7494.653488,6370.744667,4849.499508,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Meknes,Morocco,Africa,41,242,304,396,495,627,2.307111177,2.67912527,2.256518256,2.39204907,17.793054,23.955775,32.169978,42.941769,57.320385,3.018678099,2.992133293,2.930223726,2.930223724,13600.81299,12690.05073,12309.61364,11527.2382,10938.5169,"Marraccini, E, Debolini, M, Moulery, M, Abrantes, P, Bouchier, A, Chery, JP, Sanz Sanz, E, Sabbatini, T, & C Napoleone",Applied Geography,2015
Memphis in Tennessee-Mississippi-Arkansas,United States of America,N Am,510,667,776,829,974,1062,1.529311217,0.660599001,1.632207108,0.87014571,610.4796421,639.0048876,668.8630025,700,925,0.457715898,0.457715898,0.4560475,2.82633798,1091.81364,1214.031403,1238.773855,1391.697143,1148.490811,"Li, Q, Lu, L, Weng, Q, Xie, Y, & H Guo",Remote Sensing,2016
Miami-Fort Lauderdale-Pompano Beach in Florida,United States of America,N Am,511,2141,3122,3969,4933,5518,3.844033556,2.429200779,2.196754801,1.127059814,1818.449764,1877.107622,1937.65761,2000,2425,0.317981822,0.317981822,0.317175486,1.945526874,1177.51012,1663.383049,2048.529616,2466.382,2275.371959,"Li, Q, Lu, L, Weng, Q, Xie, Y, & H Guo",Remote Sensing,2016
Milano (Milan),Italy,Europe,351,3017,3168,3063,2985,3056,0.489569633,-0.336489063,-0.257618403,0.235347754,414.543433,476.225906,546.982675,627.180159, ,1.396811317,1.394886967,1.377569287, ,7277.886368,6652.305051,5599.811731,4759.398009, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Milano (Milan),Italy,Europe,350,3017,3168,3063,2985,3056,0.489569633,-0.336489063,-0.257618403,0.235347754,166.5209251,220.8964836,255.91,270.8765165, ,2.866034666,1.482193422,0.569990681, ,18117.84313,14341.55921,11969.05162,11019.78141, ,"Gomarasca, MA, Brivio, PA, Pagnoni, F, & A Galli",International Journal of Remote Sensing,1993
Milano (Milan),Italy,Europe,352,3017,3168,3063,2985,3056,0.489569633,-0.336489063,-0.257618403,0.235347754, , ,2081.929505,2455.684355,3742.710943, , ,1.664809764,4.304098629, , ,1471.231371,1215.547102,816.5204437,"Nello, O, Lopez, J, Martin, J, & J Checa",Land Use Policy,2017
Minneapolis-St. Paul,United States of America,N Am,513,1706,1794,2087,2395,2658,0.504230129,1.524299364,1.386074184,1.047354049,532.972018,734.507327,1012.250165,1383.937108, ,3.259298998,3.259298993,3.176989012, ,3200.918514,2442.453511,2061.743304,1730.56997, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Minneapolis-St. Paul,United States of America,N Am,514,1706,1794,2087,2395,2658,0.504230129,1.524299364,1.386074184,1.047354049,1386.435906,1687.37921,2049.687724,2484.032297,3024.389438,1.983823381,1.964149394,1.940545635,1.987758628,1230.493233,1063.187213,1018.203883,964.1581564,878.8550729,"Yuan, F",Geocarto International,2010
Minneapolis-St. Paul,United States of America,N Am,512,1706,1794,2087,2395,2658,0.504230129,1.524299364,1.386074184,1.047354049,1370.141975,1641.795347,1964.781293,2453.854111, ,1.825217147,1.81212907,2.2476776, ,1245.12644,1092.706228,1062.204739,976.0156438, ,"Yuan, F, Sawaya, KE, Loeffelholz, BC, & ME Bauer",Remote Sensing of Environment,2005
Modesto,United States of America,N Am,516,107,161,232,312,359,4.170370746,3.720884319,3.006981512,1.413082955,51.470569,75.827119,111.709507,162.68, ,3.950494256,3.950494097,3.830370294, ,2078.85792,2123.250918,2076.815181,1917.875584, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Monterrey,Mexico,CS Am,294,1299,2049,2691,3405,4113,4.662902641,2.760397606,2.382796018,1.905673039,238.2769657,284.4205159,339.5,404, ,1.785962066,1.785962066,1.754625127, ,5452.553907,7205.246759,7925.519882,8428.611386, ,"Schneider, A & CE Woodcock",Urban Studies,2008
Montevideo,Uruguay,CS Am,295,1362,1454,1549,1600,1659,0.655651151,0.629679759,0.330097837,0.362694914,294.1811995,304.6347442,315.4405856,326.6098839,338.174671,0.349786297,0.349176675,0.348567057,0.348567057,4630.805783,4773.903921,4909.038566,4900.010927,4906.913919,"Inostroza, L, Baur, R, & E Csaplovics",Journal of Environmental Management,2013
Montpellier,France,Europe,353,186,250,302,350,391,3.001300092,1.907628082,1.48599409,1.113902258,17.30389,25.689067,38.080316,55.690538, ,4.030445563,4.014819848,3.874294464, ,10749.02811,9731.766436,7930.606458,6284.730092, ,"Marraccini, E, Debolini, M, Moulery, M, Abrantes, P, Bouchier, A, Chery, JP, Sanz Sanz, E, Sabbatini, T, & C Napoleone",Applied Geography,2015
Montreal,Canada,N Am,518,2684,2824,3154,3429,3791,0.509755862,1.111301271,0.839475851,1.008664702,505.833711,832.693432,1600.996952,3078.193174, ,5.110895712,6.75556825,6.755568243, ,5306.09159,3391.404197,1970.022489,1113.965176, ,"Royer, A, Charbonneau, L & F Bonn",International Journal of Remote Sensing,1988
Montreal,Canada,N Am,517,2684,2824,3154,3429,3791,0.509755862,1.111301271,0.839475851,1.008664702,798.433421,844.630252,893.5,944.9, ,0.564058613,0.5640586,0.56089483, ,3361.582731,3343.474844,3529.938444,3628.955445, ,"Schneider, A & CE Woodcock",Urban Studies,2008
Morelia,Mexico,CS Am,296,165,299,547,684,831,6.125249533,6.226192158,2.260256454,1.965790901,13.07,31.473424,58.68,109.404761, ,9.185970954,6.427683953,6.427684048, ,12624.33053,9500.078542,9321.745058,6252.013109, ,"Lopez, E, Bocco, G, Mendoza, M, & E Duhau",Landscape and Urban Planning,2001
Moskva (Moscow),Russian Federation,Europe,354,7106,8136,8987,10005,11461,1.362794137,0.999768926,1.078836718,1.367921586,349.494639,494.309142,699.128113,978.530486, ,3.52752043,3.527520413,3.419339423, ,20332.2146,16459.33548,12854.58249,10224.51538, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Moskva (Moscow),Russian Federation,Europe,355,7106,8136,8987,10005,11461,1.362794137,0.999768926,1.078836718,1.367921586,626.770897,796.332284,1011.7654,1279.018479, ,2.423249451,2.423249463,2.371649145, ,11337.476,10216.84059,8882.493906,7822.404574, ,"Boentje, JP & MS Blinnikov",Landscape and Urban Planning,2007
Mumbai (Bombay),India,India,445,5811,8658,12436,16367,19422,4.067871159,3.68747847,2.784786212,1.726121551,174.834076,237.914539,323.754551,437.332342, ,3.128687359,3.128687342,3.052746634, ,33237.22774,36391.21861,38411.81525,37424.62752, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Mumbai (Bombay),India,India,446,5811,8658,12436,16367,19422,4.067871159,3.68747847,2.784786212,1.726121551,244.615769,382.269613,597.386089,921.169291,1409.642389,4.5655275,4.565527538,4.425949937,4.346274975,23755.62305,22648.936,20817.35787,17767.63529,13777.96252,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Mumbai (Bombay),India,India,444,5811,8658,12436,16367,19422,4.067871159,3.68747847,2.784786212,1.726121551,201.746883,303.184155,463.967908,647.190929, ,4.157360736,4.346561907,3.384265816, ,28803.41899,28556.90133,26803.57798,25289.29141, ,"Pathan, SK, Sastry, SVC, Dhinwa, PS, Rao, M, Majumdar, KL, Kumar, DS, Patkar, VN, & VN Phatak",International Journal of Remote Sensing,1993
Mumbai (Bombay),India,India,443,5811,8658,12436,16367,19422,4.067871159,3.68747847,2.784786212,1.726121551,64.72223389,136.339065,184.55,247.375533,356.07,7.734966581,3.074057851,2.973214282,3.709338499,89783.67481,63503.44269,67385.53238,66162.56588,54545.45455,"Shafizadeh-Moghadam, H, & M Helbich",Applied Geography,2013
Mumbai (Bombay),India,India,447,5811,8658,12436,16367,19422,4.067871159,3.68747847,2.784786212,1.726121551,143.243451,166.759156,194,230.939496,300,1.531661058,1.524580615,1.758254414,2.650791904,40567.29965,51919.18817,64103.09278,70871.37663,64740,"Shafizadeh-Moghadam, H, & M Helbich",International Journal of Applied Earth Observation and Geoinformation,2015
Munchen (Munich),Germany,Europe,356,1294,1299,1218,1202,1353,0.038572854,-0.641777439,-0.132145942,1.190404716,214.453583,254.223913,301.369635,382.13528,597.059138,1.715774248,1.715774263,2.402784102,4.563478265,6033.939755,5109.668814,4041.548512,3145.48293,2266.107181,"Nello, O, Lopez, J, Martin, J, & J Checa",Land Use Policy,2017
Nagpur,India,India,448,910,1273,1637,2089,2471,3.41384865,2.546779914,2.468169041,1.693555208,46.379301,82.821916,147.899377,258.299803,445.409926,5.969798231,5.96979816,5.734270441,5.599918159,19620.8218,15370.32782,11068.33601,8087.501329,5547.698549,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Nairobi,Kenya,Africa,43,531,862,1380,2214,3237,4.964217979,4.818316957,4.840685765,3.871525115,27.647626,46.115556,76.919606,128.3,208.73724,5.249238018,5.249237986,5.24923807,4.987435641,19205.98897,18692.17407,17940.80953,17256.43024,15507.53474,"Hou, H, Estoque, RC, & Y Murayama",Journal of African Earth Sciences,2016
Nairobi,Kenya,Africa,42,531,862,1380,2214,3237,4.964217979,4.818316957,4.840685765,3.871525115, ,31.318894,43.99699,61.25, , ,3.457422626,3.363763266, , ,27523.32186,31365.78207,36146.93878, ,"Mundia, C, & Y Murayama",Urban Geography,2014
