UrbanAgg,Country,Region,OID,Pop1970,Pop1980,Pop1990,Pop2000,Pop2010,PopR7080,PopR8090,PopR9000,PopR0010,Area1970,Area1980,Area1990,Area2000,Area2010,ArR7080,ArR8090,ArR9000,ArR0010,PD1970,PD1980,PD1990,PD2000,PD2010,Authors,Journal,Year
Nairobi,Kenya,Africa,44,531,862,1380,2214,3237,4.964217979,4.818316957,4.840685765,3.871525115, ,20.049671,43.994595,61.23, , ,8.175573757,3.360950292, , ,42993.22418,31367.48957,36158.74571, ,"Mundia, CN & Y Aniya",Land Degradation & Development,2006
Nairobi,Kenya,Africa,45,531,862,1380,2214,3237,4.964217979,4.818316957,4.840685765,3.871525115,78.23231624,102.578002,134.5,175.1, ,2.746445087,2.746445126,2.673031757, ,6787.476397,8403.361181,10260.22305,12644.20331, ,"Schneider, A & CE Woodcock",Urban Studies,2008
Nanchang,China,China,160,615,788,912,1648,2203,2.509734848,1.472149941,6.09532241,2.945111653, , ,76.823495,236.42, , , ,11.89714741, , , ,11871.36826,6970.645461, ,"Zeng, H, Sui, DZ, & SJ Li",Urban Geography,2005
Nanchang,China,China,161,615,788,912,1648,2203,2.509734848,1.472149941,6.09532241,2.945111653,12.672796,28.864768,65.334631,139.777208,299.04,8.579931349,8.511942293,7.901949644,7.901949742,48529.14858,27299.71708,13958.90642,11790.19114,7366.907437,"Zhang, Y & B Xu",International Journal of Digital Earth,2015
Nanchang,China,China,159,615,788,912,1648,2203,2.509734848,1.472149941,6.09532241,2.945111653, ,262.66752,1738.10383,3104.031761,8456.483015, ,20.8,5.970514767,10.54175682, ,2999.990254,524.709735,530.9224025,260.5101904,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Nanjing in Jiangsu,China,China,163,1459,1731,2893,4279,6162,1.724175295,5.270124503,3.991869389,3.714132891,517.413132,600.611185,696.423941,973.546136,1619.830722,1.502233058,1.491115913,3.406606118,5.223152559,2819.797005,2882.064209,4154.078902,4395.271926,3804.101204,"Chen, J, Gao, J, & F Yuan",PLoS One,2016
Nanjing in Jiangsu,China,China,168,1459,1731,2893,4279,6162,1.724175295,5.270124503,3.991869389,3.714132891,642.5739458,734.6353636,839.1438241,1111.334462,1685.954773,1.347927435,1.338963321,2.84918105,4.255773275,2270.555801,2356.270996,3447.56157,3850.326024,3654.902313,"Chen, J, Gao, J, W Chen",Habitat International,2016
Nanjing in Jiangsu,China,China,165,1459,1731,2893,4279,6162,1.724175295,5.270124503,3.991869389,3.714132891,135.285323,256.897727,487.8315,926.3592,1692.387,6.623014727,6.623014712,6.623014734,6.211618329,10784.61409,6738.089979,5930.326352,4619.158529,3641.011187,"Dong, J, Dai, W, Shao, G, & J Xu",ISPRS International Journal of Geo-Information,2015
Nanjing in Jiangsu,China,China,170,1459,1731,2893,4279,6162,1.724175295,5.270124503,3.991869389,3.714132891, ,132.1629245,187.052307,314.67, , ,3.534560164,5.339008712, , ,13097.47046,15466.26207,13598.3729, ,"Xu, C, Fang, S, Long, N, Teng, S, Zhang, M, & M Liu",Journal of Urban Planning and Development,2007
Nanjing in Jiangsu,China,China,167,1459,1731,2893,4279,6162,1.724175295,5.270124503,3.991869389,3.714132891, , ,279.3166447, , , , , , , , ,10357.42071, , ,"Xu, C, Fang, S, Long, N, Teng, S, Zhang, M, & M Liu",Journal of Urban Planning and Development,2015
Nanjing in Jiangsu,China,China,166,1459,1731,2893,4279,6162,1.724175295,5.270124503,3.991869389,3.714132891,180.10385,269.318067,398.980885,607.6449, ,4.105637803,4.008458566,4.296510145, ,8100.881797,6427.344512,7250.973941,7041.941766, ,"Zhang, XL,  Chen, J, Tan, MZ, & YC Sun",Catena,2007
Nanjing in Jiangsu,China,China,169,1459,1731,2893,4279,6162,1.724175295,5.270124503,3.991869389,3.714132891,99.407471,200.7,386.934995,712.345911,1438.2,7.278535146,6.784707828,6.293153677,7.27853518,14676.96528,8624.813154,7476.708071,6006.913122,4284.52232,"Zhao, J, Zhu, C, S Zhao",Journal of Urban Planning and Development,2015
Nanjing in Jiangsu,China,China,164,1459,1731,2893,4279,6162,1.724175295,5.270124503,3.991869389,3.714132891,117.51218,240.429,472.960234,908.705074,1751.829819,7.421298232,7.000000007,6.748021046,6.784174861,12415.73427,7199.63066,6116.79332,4708.898544,3517.464958,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Nanning,China,China,171,432,621,759,1624,2619,3.695708995,2.026976676,7.90322497,4.895038658,64.31542,138.675,285.813552,659.449013,1587.493202,7.986211858,7.500000004,8.720099336,9.182507755,6716.896197,4478.096268,2655.577367,2462.661962,1649.770844,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Napoli(Naples),Italy,Europe,357,2000,2186,2208,2232,2216,0.893227774,0.100187541,0.10816762,-0.071916884, , ,1064.053529,1244.961736,1734.033137, , ,1.582583239,3.368958109, , ,2075.083574,1792.826185,1277.94559,"Nello, O, Lopez, J, Martin, J, & J Checa",Land Use Policy,2017
Nashik,India,India,450,267,416,700,1117,1531,4.534153543,5.341735955,4.784130342,3.202971439,57.07866,89.594022,140.632047,217.758747,334.570402,4.61176425,4.611764273,4.46940737,4.388147591,4677.755224,4643.166929,4977.528344,5129.529883,4576.017457,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Nashville-Davidson-Murfreesboro-Franklin in Tennessee,United States of America,N Am,519,450,520,577,755,976,1.447527496,1.055372306,2.719122464,2.602298082,139.0278171,237.1211289,404.4257539,675,1025,5.484064344,5.484064344,5.255911592,4.265831083,3237.237045,2191.394763,1427.072817,1118.134815,952.017561,"Li, Q, Lu, L, Weng, Q, Xie, Y, & H Guo",Remote Sensing,2016
Ndola,Zambia,Africa,46,167,280,334,373,453,5.303827295,1.779155617,1.11049499,1.962138844,16.8304693,22.194712,29.246864,38.282271, ,2.805258349,2.797600898,2.728710995, ,9922.480296,12615.61763,11420.0278,9743.413603, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
New York-Newark,United States of America,N Am,520,16191,15601,16086,17813,18365,-0.370517061,0.306612234,1.025009593,0.305647667,1906.240983,1949.511483,1989.918609,1996.716983,2056.8,0.224707976,0.205359757,0.034111671,0.296910445,8493.679521,8002.517624,8083.747711,8921.144134,8928.918709,"Kuang, W, Chi, W, Lu, D, & Y Dou",Landscape and Urban Planning,2014
Nuevo Laredo in Tamaulipas,Mexico,CS Am,297,151,202,222,313,385,2.964344445,0.945653054,3.516067268,2.073347905,9.723655009,16.04785522,26.17054779,42.1713,49.20206139,5.137766195,5.012157577,4.886699024,1.553905745,15500.65278,12578.56563,8474.450049,7429.934576,7818.839071,"Zhao, C, Jensen, J, B Zhan",Applied Geography,2017
Orlando-Kissimmee-Sanford in Florida,United States of America,N Am,521,310,583,893,1165,1521,6.515400001,4.348704644,2.695309181,2.69843004,393.4836277,519.4792261,685.8193005,900,1100,2.816816277,2.816816277,2.755075018,2.026976676,788.757087,1123.119021,1302.131625,1294.577778,1382.343636,"Li, Q, Lu, L, Weng, Q, Xie, Y, & H Guo",Remote Sensing,2016
Ottawa-Gatineau,Canada,N Am,522,581,729,918,1055,1218,2.295172633,2.332012518,1.400705783,1.447064075,77.106041,86.951383,98.025316,110.509601, ,1.208924285,1.205980255,1.205980323, ,7535.077569,8383.995456,9364.927729,9546.681831, ,"Royer, A, Charbonneau, L & F Bonn",International Journal of Remote Sensing,1988
Ouagadougou,Burkina Faso,Africa,47,115,265,537,921,1914,8.706322352,7.318066893,5.542781246,7.589089035,23.7647195,42.514591,75.091002,130.108198, ,5.98893573,5.853443223,5.650529074, ,4839.106138,6233.154166,7151.322871,7078.723817, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Palembang,Indonesia,SE Asia,577,568,779,1130,1459,1455,3.209318932,3.789662226,2.588264968,-0.027449921,27.926376,39.888849,56.905645,80.29,112.145228,3.629569112,3.616849795,3.502445399,3.397951344,20339.19475,19529.26744,19857.43242,18171.62785,12974.248,"Nguyen, DT, Iskandar, I, & S Ho",Egyptian Journal of Remote Sensing and Space Science,2016
Palermo,Italy,Europe,358,751,818,844,855,855,0.858228694,0.313391628,0.129573618,0,65.218011,70.221147,75.595794,81.350921, ,0.741876689,0.740237731,0.736413368, ,11515.22392,11648.91254,11164.64231,10510.02238, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Paris,France,Europe,360,8208,8669,9330,9737,10460,0.54793727,0.737522105,0.427893332,0.7188252,1070.358303,1194.271043,1332.054441,1484.5, ,1.101447135,1.09784709,1.089447449, ,7668.460157,7258.821229,7004.218231,6559.110812, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Paris,France,Europe,359,8208,8669,9330,9737,10460,0.54793727,0.737522105,0.427893332,0.7188252,2563.205801,2600.021944,2637.366888,2764.359846,2864.689808,0.142713178,0.142713174,0.471388147,0.357146123,3202.239944,3334.202629,3537.619298,3522.33448,3651.355191,"Nello, O, Lopez, J, Martin, J, & J Checa",Land Use Policy,2017
Patna,India,India,451,480,881,1087,1658,2022,6.260894412,2.123423093,4.312294444,2.00457777,64.760735,95.17522,139.873685,203.520481,294.442309,3.925282094,3.925282261,3.821478761,3.76220913,7411.898583,9256.611122,7771.297367,8146.600243,6867.219616,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Philadelphia,United States of America,N Am,523,4396,4540,4725,5156,5449,0.322839764,0.400204176,0.876756432,0.554240466,1334.038242,1618.877006,1963.090414,2373.505488, ,1.954067663,1.946576172,1.916615696, ,3295.257858,2804.413172,2406.919196,2172.314337, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Phnum Penh (Phnom Penh),Cambodia,SE Asia,578,900,238,615,1149,1510,-12.45457714,9.958755491,6.449712123,2.769842715,43.616709,58.653324,78.873727,106.065,141.42,3.006344124,3.00634407,3.006344069,2.918600896,20634.29407,4057.741041,7797.273229,10832.97978,10677.41479,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Phoenix-Mesa,United States of America,N Am,524,874,1422,2025,2923,3649,4.987795436,3.598279537,3.738599065,2.243216776,797.595046,966.139473,1170.3,1412.5, ,1.935565799,1.93556581,1.898813029, ,1095.794168,1471.837183,1730.325558,2069.380531, ,"Schneider, A & CE Woodcock",Urban Studies,2008
Phoenix-Mesa,United States of America,N Am,525,874,1422,2025,2923,3649,4.987795436,3.598279537,3.738599065,2.243216776,465.5432481,645.3778325,894.6806735,2100,2392.088965,3.320238779,3.320238779,8.906831718,1.310813651,1877.376599,2203.360463,2263.377382,1391.904762,1525.444937,"Wang, C, Myint, SW, Wang, Z, & J Song",Remote Sensing,2016
Phoenix-Mesa,United States of America,N Am,526,874,1422,2025,2923,3649,4.987795436,3.598279537,3.738599065,2.243216776,470.378262,652.080563,903.9726,1240.286646,1701.723,3.320238783,3.320238779,3.213541525,3.213541529,1858.079062,2180.71214,2240.112145,2356.713272,2144.29728,"Zhang, C, Chen, Y, & D Lu",GIScience and Remote Sensing,2015
Pittsburgh,United States of America,N Am,527,1845,1807,1681,1753,1733,-0.207896255,-0.720185716,0.420278217,-0.114680144,323.772125,357.632266,394.917432,435.790852, ,0.999616297,0.9966482,0.989722888, ,5698.452268,5052.676092,4256.585969,4022.571818, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Port Elizabeth,South Africa,Africa,48,477,590,828,958,1104,2.148822148,3.446983809,1.469031986,1.428582575,96.667831,150.98093,235.81,373.69,612.401834,4.559623847,4.559623849,4.711631369,5.063653908,4934.423324,3907.778287,3511.301472,2563.622254,1802.737906,"Odindi, J, Mhangara, P, & V Kakembo",South African Journal of Science,2015
Port Sudan (Bur Sudan),Sudan,Africa,49,117,184,276,347,409,4.631679417,4.137974399,2.315643322,1.657490206,28.07378,35.718136,45.289855,57.29665, ,2.437457193,2.402654435,2.379458937, ,4167.589829,5151.444633,6094.08001,6056.200493, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Porto Alegre City,Brazil,CS Am,298,1398,2133,2728,3216,3476,4.315385755,2.490910443,1.659312283,0.780468461,147.462617,157.609965,168.455583,180, ,0.667706341,0.667706361,0.665049077, ,9480.368845,13533.40825,16194.1798,17866.66667, ,"Leao, S, Biship, I, & D Evans",Journal of Urban Planning and Development,2004
Praha (Prague),Czechia,Europe,361,1076,1179,1212,1172,1261,0.918352817,0.276434037,-0.335039451,0.73461884,341.045614,354.170265,367.8,381.9, ,0.378329249,0.378329266,0.376903321, ,3155.00319,3328.907355,3295.269168,3068.866195, ,"Schneider, A & CE Woodcock",Urban Studies,2008
Pune (Poona),India,India,455,1105,1642,2430,3655,4951,4.040178222,3.997598822,4.166509278,3.08145844,15.934061,39.353713,97.195227,226.07,369.97,9.462641435,9.462641075,8.807742442,5.049105213,69348.29734,41724.1443,25001.22768,16167.55872,13382.16612,"Aithal, BH, Vinay, S, Venugopal R, K, & TV Ramachandra",11th IEEE India Conference,2015
Pune (Poona),India,India,452,1105,1642,2430,3655,4951,4.040178222,3.997598822,4.166509278,3.08145844, , ,73.427394,212.085274, , , ,11.18987448, , , ,33093.91588,17233.63405, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Pune (Poona),India,India,453,1105,1642,2430,3655,4951,4.040178222,3.997598822,4.166509278,3.08145844,72.28955,137.089375,259.97529,479.90511,872.348706,6.60874418,6.608744173,6.321802401,6.158182545,15285.75015,11977.58761,9347.042175,7616.088939,5675.482712,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Pune (Poona),India,India,457,1105,1642,2430,3655,4951,4.040178222,3.997598822,4.166509278,3.08145844,13.6,24.14249707,53.9166348,59.0874276,76.47531674,5.906917535,8.366253527,0.919997369,2.613055589,81250,68012.84868,45069.57842,61857.49065,64739.84301,"Jaybhaye, RG & NN Mundhe",Transactions of the Institute of Indian Geographers,2013
Pune (Poona),India,India,456,1105,1642,2430,3655,4951,4.040178222,3.997598822,4.166509278,3.08145844,37.35701752,60.39834593,97.65127,154.7821019,269.099404,4.921691849,4.921691884,4.713887826,5.686423077,29579.44915,27186.17496,24884.46899,23613.84136,18398.40567,"Kantakumar, LN, Kumar, S, & K Schneider",Habitat International,2016
Pune (Poona),India,India,454,1105,1642,2430,3655,4951,4.040178222,3.997598822,4.166509278,3.08145844,57.063433,90.917702,144.856842,227,481.953886,4.768096988,4.768097192,4.594460561,7.819661224,19364.41504,18060.28929,16775.18277,16101.32159,10272.76705,"Samal, DR, & SS Gedam",European Journal of Remote Sensing,2015
P'yongyang,Dem. People's Republic of Korea,E Asia,311,987,1842,2526,2777,2833,6.438132805,3.208239977,0.95184333,0.199849559,70.71,70.71,70.71,70.71,70.71,0,0,0,0,13958.42172,26050.06364,35723.37717,39273.08726,40065.05445,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Qacentina (Constantine),Algeria,Africa,24,1281,1621,1797,2141,2432,2.383724315,1.033711977,1.764577623,1.284661807, , ,17.93650547,36.02914623,72.37192219, , ,7.223903485,7.223903485, , ,100190.5306,59412.37092,33604.51024,"Marraccini, E, Debolini, M, Moulery, M, Abrantes, P, Bouchier, A, Chery, JP, Sanz Sanz, E, Sabbatini, T, & C Napoleone",Applied Geography,2015
Qianjiang,China,China,173,22,55,141,361,435,9.827898598,9.825026851,9.827934318,1.884345148,1.828258719,6.95,22.57,27.64,38.24,14.28644274,12.50055772,2.047095447,3.299444123,11871.40517,7974.100719,6268.276473,13069.82634,11385.82636,"Lu, S, Guan, X, He, C, & J Zhang",Sustainability (Switzerland),2014
Qingdao,China,China,174,906,1095,2101,2940,4512,1.912766769,6.733608701,3.417045847,4.376366915, , , ,421.596,540.5463, , , ,2.516469582, , , ,6973.500697,8347.111062,"Sun, L, Wei, J, Duan, DH, Guo, YM, Yang, DX, Jia, C, & XT Mi",Journal of Atmospheric and Solar-Terrestrial Physics,2016
Quanzhou,China,China,175,129,143,174,728,1139,1.035648355,1.98148252,15.38735364,4.577735737,63.728098,156.472193,384.187636,909,1359,9.398312075,9.398312135,8.993864161,4.103554281,2024.224856,913.9004015,452.9036952,800.880088,838.116262,"Quan, B, Bai, Y, Romkens, MJM, Chang, KT, Song, H, Guo, T, & S Lei",Habitat International,2015
Quebec,Canada,N Am,528,467,568,638,684,757,1.968935088,1.16027484,0.70621966,1.025902723,193.3332376,295,448.483497,681.8218546, ,4.316149775,4.277940467,4.277940467, ,2417.680508,1925.583051,1421.470364,1003.174063, ,"Royer, A, Charbonneau, L & F Bonn",International Journal of Remote Sensing,1988
Quito,Ecuador,CS Am,299,501,780,1088,1357,1598,4.524223165,3.374912338,2.239143901,1.643708861, , ,23.70845505,66.20443013,164.2700515, , ,10.81495635,9.513367647, , ,45875.82774,20500.86372,9725.363727,"Pares-Ramos, IK, Alvarez-Berrios, NL, & TM Aide",Land,2013
Raipur,India,India,458,200,327,453,680,1088,5.039289557,3.31301717,4.145634701,4.812238947,7.256493,19.798766,54.019363,138.231757,340.996732,10.55824452,10.55824436,9.851460908,9.449615161,27561.52318,16516.18086,8385.881929,4919.274809,3190.646414,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Rajkot,India,India,459,291,434,638,974,1361,4.078176376,3.928125672,4.321501159,3.402232825,34.887356,57.930486,96.193624,157.015733,253.797506,5.201979462,5.201979454,5.02185584,4.91906651,8341.13081,7491.737597,6632.456222,6203.200032,5362.542845,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Rajshahi,Bangladesh,SC Asia,553,105,238,521,678,786,8.527241841,8.149888649,2.668968099,1.489072891,3.466966,6.323233,11.49341,20.26, ,6.193750738,6.157570655,5.832499734, ,30285.84647,37638.97361,45330.32407,33464.95558, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Ranchi,India,India,463,244,480,607,844,1107,7.000335915,2.375195796,3.351164783,2.749689328, , ,25.862562,84.204666,258.608808, , ,12.52951868,11.87439906, , ,23470.21923,10023.19753,4280.596661,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Ranchi,India,India,460,244,480,607,844,1107,7.000335915,2.375195796,3.351164783,2.749689328,173.803562,174.793114,175.788016,176.788068,177.794268,0.056789733,0.056773567,0.05674454,0.056770357,1403.883771,2746.103602,3453.022645,4774.077852,6226.297464,"Gupta, R",Environment and Urbanization ASIA,2014
Ranchi,India,India,461,244,480,607,844,1107,7.000335915,2.375195796,3.351164783,2.749689328,31.035392,44.600115,63.769101,92.491155,144.573435,3.692626304,3.64000651,3.788441561,4.568006754,7861.991883,10762.30409,9518.716596,9125.19689,7657.008357,"Kumar, A, Pandey, AC, Hoda, N, & AT Jeyaseelan",International Journal of Remote Sensing,2011
Ranchi,India,India,464,244,480,607,844,1107,7.000335915,2.375195796,3.351164783,2.749689328,41.29370357,48.11476671,62.52459876,91.95926869,124,1.540536766,2.654325296,3.933238423,3.03448807,5908.89116,9976.1473,9708.179053,9177.976424,8927.419355,"Pandey, AC, Kumar, A, & AT Jeyaseelan",Journal of the Indian Society of Remote Sensing,2013
Ribeirao Preto,Brazil,CS Am,300,190,299,403,501,598,4.638561043,3.029925498,2.200558231,1.785601119,67.468683,76.736852,87.24964,99.07292, ,1.295505166,1.292191286,1.27893642, ,2816.12137,3896.432968,4618.930233,5056.881335, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Roma (Rome),Italy,Europe,362,3135,3390,3450,3385,3592,0.785073138,0.175597088,-0.190022475,0.595317454, , ,1027.939321,1103.944971,1658.758513, , ,0.715889952,4.155827565, , ,3356.229234,3066.276027,2165.474945,"Nello, O, Lopez, J, Martin, J, & J Checa",Land Use Policy,2017
Sacramento,United States of America,N Am,529,637,803,1104,1401,1733,2.342874612,3.234617457,2.411070584,2.149452382,455.134112,542.778325,647.3,769.6, ,1.776687282,1.776687303,1.74567216, ,1399.587469,1479.425325,1705.546115,1820.426195, ,"Schneider, A & CE Woodcock",Urban Studies,2008
Saharanpur,India,India,465,222,290,369,447,683,2.708054375,2.438411861,1.936123921,4.330507045,9.870994,16.786206,28.393471,47.009057, ,5.453055044,5.396598222,5.171073112, ,22490.13625,17276.08967,12995.94544,9508.805931, ,"Fazal, S",Environment and Urbanization,2000
